"Rs","T5","T10","Annual.Rs","Latitude","Longitude","Elevation","MAT","MAP","Forest.type","Longitude.1","Latitude.1","Year","Month"
5.1,19.47,15.5542857142857,923.831388888889,28.42,104.58,889,16.3,1600,24,104.58,28.42,2017,6
6.82,22.79,15.5542857142857,923.831388888889,28.42,104.58,889,16.3,1600,24,104.58,28.42,2017,7
4.8,23.08,15.5542857142857,923.831388888889,28.42,104.58,889,16.3,1600,24,104.58,28.42,2017,8
5.74,16.85,15.5542857142857,1406.36,28.42,104.58,896,16.3,1600,24,104.58,28.42,2016,5
5.95,20.35,15.5542857142857,923.831388888889,28.42,104.58,896,16.3,1600,24,104.58,28.42,2016,6
7.14,22.73,15.5542857142857,923.831388888889,28.42,104.58,896,16.3,1600,24,104.58,28.42,2016,7
8.4,23.55,15.5542857142857,923.831388888889,28.42,104.58,896,16.3,1600,24,104.58,28.42,2016,8
5.37,19.79,15.5542857142857,923.831388888889,28.42,104.58,896,16.3,1600,24,104.58,28.42,2016,9
4.23,17.56,15.5542857142857,923.831388888889,28.42,104.58,896,16.3,1600,24,104.58,28.42,2016,10
3.2,14.96,15.5542857142857,923.831388888889,28.42,104.58,896,16.3,1600,24,104.58,28.42,2016,11
1.91,10.49,15.5542857142857,923.831388888889,28.42,104.58,896,16.3,1600,24,104.58,28.42,2016,12
1.78,8.26,15.5542857142857,923.831388888889,28.42,104.58,896,16.3,1600,24,104.58,28.42,2017,1
1.93,8.37,15.5542857142857,923.831388888889,28.42,104.58,896,16.3,1600,24,104.58,28.42,2017,2
1.72,9.74,15.5542857142857,923.831388888889,28.42,104.58,896,16.3,1600,24,104.58,28.42,2017,3
3.22,14.41,15.5542857142857,923.831388888889,28.42,104.58,896,16.3,1600,24,104.58,28.42,2017,4
5.3,17.2,15.5542857142857,923.831388888889,28.42,104.58,896,16.3,1600,24,104.58,28.42,2017,5
6.3,19.21,15.5542857142857,923.831388888889,28.42,104.58,896,16.3,1600,24,104.58,28.42,2017,6
7.46,22.34,15.5542857142857,923.831388888889,28.42,104.58,896,16.3,1600,24,104.58,28.42,2017,7
5.96,22.85,15.5542857142857,923.831388888889,28.42,104.58,896,16.3,1600,24,104.58,28.42,2017,8
